Género;Rango_Etario;Localidad;Situación_país;AprobaciónVázquez;CambiosUy;AprobaciónPeña;CambiosLava;Voto2014;VotoInternas;Proyección2019;PrioridadesNacional;Diputados;Senado;InterésEnPolítica;IdentificaciónIdeológica;NivelEstudios;SituaciónEconómica;Intendente;Televisión;Radio;Ponderador
Femenino;de 65 a más;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Izquierda Dura;Primaria Incompleta;Mala;Mario García;SI;SI;1,8584
Masculino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Educación;Aprueba;Los Políticos;En Blanco / Anulado;Partido Colorado;Partido Colorado;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Danilo Astori;Me interesa;Centro;Terciario Incompleto;Regular;Mario García;SI;SI;1,1718
Femenino;de 30 a 39;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Partido Nacional;No lo sé;Gastón Elola;Luis Lacalle Pou;Nada;Izquierda Moderada;Secundaria Incompleta;Regular;Gastón Elola;SI;SI;0,644
Femenino;de 51 a 64;Varela;Buena;Aprueba;Seguridad Pública;Desaprueba;Bajos Salarios;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Daniel Martínez;Me gusta;Izquierda Dura;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,9912
Masculino;de 30 a 39;Minas;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Vivienda;Partido Nacional;Partido Nacional;Partido Nacional;No lo sé;Carol Aviaga;Luis Lacalle Pou;Me gusta mucho;Centro;Secundaria Completa;Regular;Mario García;SI;SI;1,6652
Femenino;de 65 a más;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Luis Lacalle Pou;Me gusta mucho;Derecha Dura;Primaria Completa;Regular;Gastón Elola;SI;No;1,8584
Femenino;de 18 a 22;Solis;Buena;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;No Voté;Todavía no lo he decidido;Solo me interesa elegir al candidato a Presidente;No lo Sé;Juan Sartori;Me gusta mucho;Derecha Dura;Secundaria Incompleta;Mala;No lo sé;SI;No;1,3806
Femenino;de 40 a 50;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Constanza Moreira;Nada;Centro Izquierda;Terciario Completo;Buena;Pablo Fuentes;NO;No;0,1595
Femenino;de 23 a 29;Otra zona rural;Regular;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Jorge Diano;Juan Sartori;Me interesa;Centro;Secundaria Completa;Regular;Ninguno;NO;No;0,7176
Femenino;de 18 a 22;Otra zona rural;Buena;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;No Voté;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Jorge Larrañaga;Me gusta;Centro Derecha;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,7176
Femenino;de 30 a 39;Varela;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Colorado;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Carol Aviaga;Luis Lacalle Pou;Me interesa;Derecha Dura;Terciario Incompleto;Regular;Gastón Elola;NO;SI;0,644
Masculino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Jorge Larrañaga;Algo;Centro;Secundaria Incompleta;Regular;Luis Carrese;SI;SI;1,1592
Femenino;de 65 a más;Mariscala;Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Ernesto Talvi;Nada;Derecha Dura;Primaria Incompleta;Regular;No lo sé;SI;SI;3,5754
Femenino;de 40 a 50;Minas;Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Danilo Astori;Poco;Derecha Moderada;Secundaria Completa;Regular;Daniel Ximénez;NO;SI;0,9735
Masculino;de 51 a 64;Minas;Regular;Aprueba;Salud;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;Danilo Astori;Me gusta mucho;Ultra Izquierda;Terciario Completo;Regular;Pablo Fuentes;NO;SI;0,3654
Femenino;de 30 a 39;Minas;Regular;Desaprueba;Empleo;Aprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Gustavo Zubía;Casi nada;Centro Derecha;Secundaria Completa;Mala;Mario García;NO;No;1,239
Femenino;de 30 a 39;Minas;Buena;Aprueba;Vivienda;Desaprueba;Vivienda;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Carolina Cosse;Me gusta mucho;Ultra Izquierda;Terciario Completo;Regular;Daniel Ximénez;NO;SI;0,203
Femenino;de 30 a 39;Minas;Buena;Aprueba;Empleo;Aprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;No lo sé;Gastón Elola;José Mujica;Algo;Ultra Izquierda;Secundaria Incompleta;Regular;Gastón Elola;NO;SI;1,239
Femenino;de 65 a más;Minas;Buena;Aprueba;Política Migratoria;Desaprueba;Los Políticos;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Óscar Andrade;Me gusta mucho;Centro Izquierda;Terciario Incompleto;Buena;Daniel Ximénez;NO;No;3,5754
Masculino;de 65 a más;Minas;Buena;Aprueba;Jubilaciones y Pensiones;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta mucho;Centro Izquierda;Posgrado;Buena;Daniel Ximénez;SI;No;0,6873
Masculino;de 40 a 50;Minas;Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Gustavo Salle;Me interesa;Derecha Dura;Secundaria Completa;Regular;Mario García;SI;SI;1,288
Femenino;de 30 a 39;Minas;Mala;Desaprueba;Seguridad Pública;No lo sé;Bajos Salarios;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta;Ultra Derecha;Secundaria Incompleta;Regular;Mario García;NO;No;0,644
Masculino;de 51 a 64;Solis;Buena;Aprueba;Salud;Desaprueba;Falta de Oferta Educativa;Partido Independiente;Frente Amplio;Todavía no lo he decidido;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Óscar Andrade;Poco;Centro;Terciario Completo;Regular;Daniel Ximénez;NO;No;0,3654
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Seguridad Pública;No Voté;No Voté;En Blanco / Anulado;No pienso votar;Ninguno;Ninguno;Me gusta;Centro;Secundaria Incompleta;Mala;Daniel Ximénez;NO;No;0,9735
Femenino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Daniel Martínez;Me gusta mucho;Izquierda Dura;Secundaria Incompleta;Buena;Pablo Fuentes;NO;SI;0,1624
Masculino;de 40 a 50;Minas;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Servicios Públicos;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta;Centro Derecha;Secundaria Incompleta;Regular;No lo sé;SI;SI;1,288
Femenino;de 18 a 22;Minas;Mala;Desaprueba;Políticas Sociales;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;No Voté;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;No lo Sé;Juan Sartori;Me interesa;Izquierda Moderada;Secundaria Incompleta;Regular;Mario García;NO;SI;1,3806
Masculino;de 18 a 22;Minas;Buena;Aprueba;Medio Ambiente;Aprueba;Falta de Oferta Educativa;No Voté;No Voté;Partido Nacional;No lo sé;Alexandra Inzaurralde;Luis Lacalle Pou;Nada;Izquierda Moderada;Universitario Incompleto;Regular;Gastón Elola;NO;No;4,248
Femenino;de 51 a 64;Varela;Muy Buena;Aprueba;Seguridad Pública;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Óscar Andrade;Me gusta mucho;Izquierda Moderada;Secundaria Completa;Buena;Pablo Fuentes;NO;SI;0,1624
Femenino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Ernesto Talvi;Me interesa;Ultra Derecha;Secundaria Incompleta;Regular;Daniel Ximénez;SI;No;0,9912
Femenino;de 40 a 50;Minas;Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;No lo sé;Ninguno;No lo sé;Casi nada;Izquierda Moderada;Terciario Incompleto;Regular;Ninguno;NO;SI;0,9735
Femenino;de 30 a 39;Minas;Regular;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Nacional;No Voté;Partido Nacional;No lo sé;Tomás Casas;Gustavo Zubía;Algo;Centro Izquierda;Secundaria Incompleta;Buena;Daniel Ximénez;SI;No;1,239
Masculino;de 51 a 64;Otra zona rural;Buena;Aprueba;Medio Ambiente;Desaprueba;Servicios de Salud;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Ninguno;Me gusta;Centro;Universitario Completo;Buena;Daniel Ximénez;NO;No;0,3654
Femenino;de 51 a 64;Minas;Buena;Aprueba;Educación;Desaprueba;Seguridad Pública;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta;Centro Izquierda;Terciario Completo;Buena;Daniel Ximénez;SI;SI;0,1624
Femenino;de 51 a 64;Minas;Buena;Aprueba;Medio Ambiente;Desaprueba;Medio Ambiente;Frente Amplio;Frente Amplio;Frente Amplio;Soy Indiferente;Ninguno;Carolina Cosse;Me gusta mucho;Ultra Izquierda;Terciario Completo;Buena;Ninguno;NO;No;0,1624
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Cabildo Abierto;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Gustavo Risso;Julio María Sanguinetti;Me gusta mucho;Centro Derecha;Primaria Incompleta;Regular;No lo sé;NO;SI;
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Partido Colorado;Partido Colorado;No lo sé;Robert Bouvier;Julio María Sanguinetti;Me interesa;Derecha Dura;Terciario Incompleto;Muy Mala;Daniel Ximénez;NO;No;0,5115
Femenino;de 23 a 29;Minas;Regular;Aprueba;Seguridad Pública;Aprueba;Falta de Empleo;No Voté;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Jorge Larrañaga;Me gusta;Izquierda Moderada;Secundaria Incompleta;Mala;Gastón Elola;SI;SI;1,3806
Femenino;de 30 a 39;Minas;Mala;Desaprueba;Educación;Ni aprueba ni desaprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Partido Colorado;No lo sé;Alexandra Inzaurralde;Julio María Sanguinetti;Algo;Ultra Derecha;Secundaria Completa;Muy Mala;Mario García;NO;SI;0,644
Masculino;de 30 a 39;Minas;Muy Mala;Desaprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Partido Colorado;Soy Indiferente;Javier Umpiérrez;Carol Aviaga;Me interesa;Centro;Primaria Completa;Regular;Daniel Ximénez;SI;SI;3,2037
Femenino;de 23 a 29;Minas;Mala;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Luis Lacalle Pou;Me interesa;Centro Derecha;Secundaria Completa;Mala;No lo sé;NO;No;0,7176
Femenino;de 40 a 50;Varela;Mala;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Gastón Elola;Mario Bergara;Me interesa;Ultra Derecha;Secundaria Incompleta;Mala;Mario García;NO;No;0,506
Masculino;de 23 a 29;Otra zona rural;Mala;Desaprueba;Educación;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;No Voté;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Ninguno;Gustavo Salle;Me gusta mucho;Derecha Dura;Primaria Completa;Regular;Mario García;SI;SI;4,0887
Femenino;de 30 a 39;Minas;Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;No lo Sé;Luis Lacalle Pou;Nada;Derecha Moderada;Secundaria Incompleta;Regular;Mario García;SI;SI;1,239
Femenino;de 18 a 22;Minas;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Carol Aviaga;Luis Lacalle Pou;Casi nada;Ultra Izquierda;Secundaria Incompleta;Regular;Mario García;SI;No;0,7176
Femenino;de 18 a 22;Varela;Mala;Desaprueba;Educación;Desaprueba;Medio Ambiente;No Voté;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Ninguno;Luis Lacalle Pou;Me gusta mucho;Ultra Derecha;Secundaria Completa;Regular;Mario García;NO;No;0,7176
Femenino;de 51 a 64;Minas;Buena;Aprueba;Salud;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Óscar Andrade;Me gusta mucho;Izquierda Moderada;Terciario Completo;Buena;Daniel Ximénez;NO;No;0,1624
Masculino;de 18 a 22;Minas;Buena;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;No Voté;Todavía no lo he decidido;No lo sé;No lo Sé;Luis Lacalle Pou;Me interesa;Ultra Izquierda;Secundaria Incompleta;Regular;Ninguno;NO;No;4,248
Femenino;de 40 a 50;Minas;Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Colorado;Cabildo Abierto;Cabildo Abierto;Voto principalmente a quiénes van a la diputación;Gastón Elola;Gustavo Zubía;Me gusta mucho;Derecha Dura;Secundaria Completa;Buena;Gastón Elola;SI;SI;0,209
Femenino;de 40 a 50;Minas;Muy Mala;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Colorado;No Voté;Partido Colorado;No lo sé;No lo Sé;Julio María Sanguinetti;Me gusta mucho;Izquierda Moderada;Secundaria Incompleta;Muy Mala;Daniel Ximénez;SI;No;0,9735
Femenino;de 18 a 22;Minas;Regular;Aprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;Partido Nacional;Frente Amplio;Voto principalmente a quiénes van a la diputación;Gustavo Risso;Juan Sartori;Algo;Centro;Secundaria Incompleta;Mala;Tomás Casas;NO;No;0,7176
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Empleo;Aprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Ernesto Talvi;Poco;Ultra Derecha;Primaria Completa;Mala;Gastón Elola;SI;No;0,9735
Masculino;de 65 a más;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Colorado;Partido Nacional;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Ninguno;Jorge Larrañaga;Me interesa;Derecha Dura;Terciario Completo;Regular;Martín Aguirrezabala;SI;No;2,1804
Masculino;de 30 a 39;Minas;Mala;Desaprueba;Educación;Aprueba;Bajos Salarios;Partido Colorado;Partido Colorado;Partido Colorado;Soy Indiferente;Gustavo Risso;Gustavo Salle;Me gusta;Centro Derecha;Terciario Incompleto;Regular;Mario García;NO;No;1,6833
Masculino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Colorado;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Julio María Sanguinetti;Me gusta;Derecha Dura;Secundaria Incompleta;Regular;Daniel Ximénez;SI;SI;1,6833
Femenino;de 30 a 39;Minas;Muy Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;No lo Sé;Julio María Sanguinetti;Casi nada;Izquierda Moderada;Secundaria Incompleta;Mala;Daniel Ximénez;SI;SI;1,239
Femenino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Óscar Andrade;Me gusta;Centro Izquierda;Terciario Completo;Regular;Daniel Ximénez;NO;No;0,1624
Femenino;de 23 a 29;Minas;Buena;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Danilo Astori;Me interesa;Centro;Secundaria Incompleta;Buena;Gastón Elola;SI;SI;0,7176
Femenino;de 65 a más;Minas;Muy Mala;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Colorado;Partido Colorado;Cabildo Abierto;No lo sé;Alexandra Inzaurralde;Ernesto Talvi;Me interesa;Derecha Dura;Secundaria Incompleta;Muy Mala;José Viscazo;NO;SI;1,8786
Femenino;de 40 a 50;Otra zona rural;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Bajos Salarios;Otro;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Luis Lacalle Pou;Me gusta mucho;Ultra Derecha;Secundaria Incompleta;Mala;Mario García;NO;SI;0,9735
Femenino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Políticas Sociales;Aprueba;Falta de Empleo;Frente Amplio;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Danilo Astori;Algo;Centro;Terciario Incompleto;Buena;No lo sé;NO;No;0,5208
Femenino;de 51 a 64;Minas;Mala;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Luis Lacalle Pou;Nada;Izquierda Moderada;Secundaria Completa;Mala;Gastón Elola;SI;SI;0,9912
Masculino;de 40 a 50;Otra zona rural;Muy Buena;Aprueba;Nada;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Carolina Cosse;Me gusta mucho;Izquierda Dura;Terciario Incompleto;Buena;Daniel Ximénez;NO;No;0,406
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Partido Colorado;Partido Colorado;Voto principalmente a quiénes van a la diputación;Gustavo Risso;Julio María Sanguinetti;Me gusta mucho;Derecha Moderada;Secundaria Completa;Muy Mala;Mario García;SI;SI;
Masculino;de 40 a 50;Mariscala;Regular;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Seguridad Pública;No Voté;No Voté;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Carol Aviaga;Me interesa;Ultra Derecha;Secundaria Incompleta;Regular;No lo sé;NO;No;2,478
Masculino;de 40 a 50;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Seguridad Pública;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Ernesto Talvi;Algo;Ultra Derecha;Universitario Incompleto;Mala;Mario García;NO;No;1,288
Masculino;de 51 a 64;Varela;Regular;Ni aprueba ni desaprueba;Empleo;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Gastón Elola;Jorge Larrañaga;Me gusta mucho;Derecha Moderada;Secundaria Incompleta;Regular;Gastón Elola;SI;No;1,1592
Femenino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Aprueba;No hay ningún problema;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;No lo Sé;Danilo Astori;Me gusta mucho;Centro Izquierda;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,1624
Masculino;de 18 a 22;Minas;Regular;Aprueba;Salud;Desaprueba;Falta de Empleo;No Voté;No Voté;Todavía no lo he decidido;Solo me interesa elegir al candidato a Presidente;No lo Sé;Juan Sartori;Me gusta;Centro;Primaria Completa;Regular;Ninguno;SI;SI;4,248
Femenino;de 51 a 64;Minas;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;José Mujica;Me gusta;Derecha Moderada;Terciario Completo;Buena;Pablo Fuentes;NO;No;0,1624
Masculino;de 30 a 39;Batlle y Ordóñez;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Solo me interesa elegir al candidato a Presidente;No lo Sé;Julio María Sanguinetti;Me interesa;Centro;Secundaria Incompleta;Regular;No lo sé;NO;No;3,2037
Femenino;de 40 a 50;Otra zona rural;Regular;Desaprueba;Jubilaciones y Pensiones;Desaprueba;Servicios Públicos;Partido Colorado;No Voté;Partido Colorado;No lo sé;Carol Aviaga;Julio María Sanguinetti;Algo;Ultra Derecha;Secundaria Completa;Buena;Luis Carrese;SI;SI;0,9735
Femenino;de 51 a 64;Minas;Mala;Desaprueba;Educación;Desaprueba;Los Políticos;Partido Nacional;Partido Nacional;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta;Centro Derecha;Secundaria Completa;Buena;Mario García;NO;No;0,5152
Femenino;de 18 a 22;Minas;Regular;Aprueba;Seguridad Pública;Aprueba;Bajos Salarios;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Carol Aviaga;Me gusta;Derecha Dura;Primaria Completa;Mala;Mario García;SI;SI;1,3806
Femenino;de 18 a 22;Varela;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;No Voté;Partido Colorado;Todavía no lo he decidido;No lo sé;Alexandra Inzaurralde;Carol Aviaga;Casi nada;Centro Izquierda;Secundaria Completa;Regular;Mario García;NO;SI;0,7254
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Jubilaciones y Pensiones;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Ninguno;Julio María Sanguinetti;Me gusta mucho;Ultra Derecha;Terciario Completo;Regular;Ninguno;SI;SI;0,506
Femenino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Salud;Aprueba;Seguridad Pública;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Danilo Astori;Poco;Ultra Derecha;Primaria Completa;Regular;Daniel Ximénez;SI;No;1,239
Femenino;de 51 a 64;Minas;Mala;Ni aprueba ni desaprueba;Empleo;Desaprueba;Bajos Salarios;Frente Amplio;No Voté;Ninguno;No pienso votar;Javier Umpiérrez;Ninguno;Me interesa;Centro;Primaria Completa;Regular;Daniel Ximénez;SI;No;0,9912
Femenino;de 40 a 50;Minas;Regular;Desaprueba;Empleo;Desaprueba;Servicios de Salud;Frente Amplio;Frente Amplio;Frente Amplio;Soy Indiferente;Ninguno;Daniel Martínez;Nada;Izquierda Moderada;Primaria Incompleta;Regular;Daniel Ximénez;SI;No;0,1595
Masculino;de 30 a 39;Minas;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Cabildo Abierto;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;No lo Sé;Jorge Larrañaga;Algo;Derecha Moderada;Secundaria Incompleta;Regular;Mario García;NO;SI;0,6878
Masculino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Ni aprueba ni desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Óscar Andrade;Me gusta mucho;Ultra Izquierda;Terciario Completo;Buena;Pablo Fuentes;NO;No;0,3654
Femenino;de 40 a 50;Minas;Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Carol Aviaga;Carol Aviaga;Me gusta;Derecha Dura;Secundaria Incompleta;Regular;Gastón Elola;NO;No;0,506
Femenino;de 51 a 64;Minas;Buena;Ni aprueba ni desaprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Todavía no lo he decidido;No lo sé;Alexandra Inzaurralde;José Mujica;Me interesa;Centro Izquierda;Terciario Incompleto;Regular;No lo sé;NO;SI;0,9912
Masculino;de 40 a 50;Otra Zona urbana;Mala;Ni aprueba ni desaprueba;Educación;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Luis Lacalle Pou;Me interesa;Centro Izquierda;Universitario Incompleto;Mala;Mario García;NO;SI;1,288
Femenino;de 40 a 50;Minas;Mala;Desaprueba;Seguridad Pública;Desaprueba;Servicios de Salud;Partido Nacional;Partido Nacional;Partido Nacional;Solo me interesa elegir al candidato a Presidente;Ninguno;Juan Sartori;Me gusta mucho;Ultra Derecha;Universitario Incompleto;Mala;Mario García;SI;SI;0,506
